the_geom,BoroCode,BoroName,BoroCD,CounDist,AssemDist,StSenDist,CongDist,street,segmentid,Rank,PMP_ID,NTA2020,Boro,Category,NTAName,FEMAFldz,FEMAFldT,HrcEvac,SHAPE_Leng
"MULTILINESTRING ((-73.94878702865125 40.79748283818328, -73.94717575918467 40.796797149517246))",1,Manhattan,"110,111","8,9",68,30,13,EAST 111 STREET,37963,4,35092,MN1101,MN,Community,"Harlem (South),East Harlem (South)",X,AREA OF MINIMAL FLOOD HAZARD,"4,5",511.308139132
"MULTILINESTRING ((-73.96585316067836 40.80549034946491, -73.96737326373004 40.80612695579805))",1,Manhattan,109,7,69,31,10,WEST 112 STREET,166275,4,34250,MN0901,MN,Community,Morningside Heights,X,AREA OF MINIMAL FLOOD HAZARD,,480.510384052
"MULTILINESTRING ((-73.96585316067836 40.80549034946491, -73.96737326373004 40.80612695579805))",1,Manhattan,109,7,69,31,10,WEST 112 STREET,166275,4,34250,MN0901,MN,Community,Morningside Heights,X,AREA OF MINIMAL FLOOD HAZARD,,480.510384052
"MULTILINESTRING ((-73.96585316067836 40.80549034946491, -73.96737326373004 40.80612695579805))",1,Manhattan,109,7,69,31,10,WEST 112 STREET,166275,4,34250,MN0901,MN,Community,Morningside Heights,X,AREA OF MINIMAL FLOOD HAZARD,,480.510384052
"MULTILINESTRING ((-73.96576398985377 40.80545300636199, -73.96585316067836 40.80549034946491))",1,Manhattan,109,7,69,"30,31",10,WEST 112 STREET,166274,4,34250,MN0901,MN,Community,Morningside Heights,X,AREA OF MINIMAL FLOOD HAZARD,,28.1871917116
"MULTILINESTRING ((-73.94509614701424 40.796763483265835, -73.94495942933949 40.79670574105038))",1,Manhattan,111,8,68,"30,29",13,EAST 112 STREET,166201,4,35208,MN1101,MN,Community,"East Harlem (South),East Harlem (North)",X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,"4,5",43.3072223306
"MULTILINESTRING ((-73.95160548758949 40.799490285138155, -73.95245810501217 40.799843275485074))",1,Manhattan,110,9,"68,70",30,13,WEST 112 STREET,166416,4,34762,MN1001,MN,Community,Harlem (South),X,AREA OF MINIMAL FLOOD HAZARD,6,268.82056694
"MULTILINESTRING ((-73.95152925675943 40.799458726625545, -73.95160548758949 40.799490285138155))",1,Manhattan,110,9,68,30,13,WEST 112 STREET,166415,4,34762,MN1001,MN,Community,Harlem (South),X,AREA OF MINIMAL FLOOD HAZARD,6,24.0344781199
"MULTILINESTRING ((-73.9656515740326 40.80540558779298, -73.96576398985377 40.80545300636199))",1,Manhattan,109,7,69,"30,31",10,WEST 112 STREET,166299,4,34307,MN0901,MN,Community,Morningside Heights,X,AREA OF MINIMAL FLOOD HAZARD,,35.5951430865
"MULTILINESTRING ((-73.95439416624701 40.800658865465756, -73.9544708021883 40.80069118766097))",1,Manhattan,110,9,70,30,13,WEST 112 STREET,166364,4,34808,MN1001,MN,Community,Harlem (South),X,AREA OF MINIMAL FLOOD HAZARD,6,24.2664940729
"MULTILINESTRING ((-73.95273590838566 40.79996030695426, -73.95285625243952 40.80001100481825))",1,Manhattan,110,9,70,30,13,WEST 112 STREET,312917,4,34677,MN1001,MN,Community,Harlem (South),X,AREA OF MINIMAL FLOOD HAZARD,6,38.0964209951
"MULTILINESTRING ((-73.95285625243952 40.80001100481825, -73.95431850651302 40.800626997457854))",1,Manhattan,110,9,70,30,13,WEST 112 STREET,312918,4,34677,MN1001,MN,Community,Harlem (South),X,AREA OF MINIMAL FLOOD HAZARD,6,462.890023705
"MULTILINESTRING ((-73.95245810501217 40.799843275485074, -73.95273590838566 40.79996030695426))",1,Manhattan,110,9,"68,70",30,13,WEST 112 STREET,312899,4,34677,MN1001,MN,Community,Harlem (South),X,AREA OF MINIMAL FLOOD HAZARD,6,87.9422353234
"MULTILINESTRING ((-73.95064331117142 40.799092714606516, -73.95074496427141 40.799134710555386))",1,Manhattan,110,9,68,30,13,WEST 112 STREET,9003403,4,34810,MN1001,MN,Community,Harlem (South),X,AREA OF MINIMAL FLOOD HAZARD,5,32.0347284608
"MULTILINESTRING ((-73.94831125411163 40.798129217872315, -73.94842336768727 40.79817554026292))",1,Manhattan,"110,111",9,68,30,13,WEST 112 STREET,9003397,4,34810,MN1001,MN,Community,"Harlem (South),East Harlem (South),East Harlem (North)",X,AREA OF MINIMAL FLOOD HAZARD,5,35.3324653344
"MULTILINESTRING ((-73.94919210398866 40.79849315647726, -73.94929841190242 40.79853707832468))",1,Manhattan,110,9,68,30,13,WEST 112 STREET,9003399,4,34810,MN1001,MN,Community,Harlem (South),X,AREA OF MINIMAL FLOOD HAZARD,5,33.5023646277
"MULTILINESTRING ((-73.94919210398866 40.79849315647726, -73.94929841190242 40.79853707832468))",1,Manhattan,110,9,68,30,13,WEST 112 STREET,9003399,4,34810,MN1001,MN,Community,Harlem (South),X,AREA OF MINIMAL FLOOD HAZARD,5,33.5023646277
"MULTILINESTRING ((-73.94919210398866 40.79849315647726, -73.94929841190242 40.79853707832468))",1,Manhattan,110,9,68,30,13,WEST 112 STREET,9003399,4,34810,MN1001,MN,Community,Harlem (South),X,AREA OF MINIMAL FLOOD HAZARD,5,33.5023646277
"MULTILINESTRING ((-73.95074496427141 40.799134710555386, -73.95146422068532 40.79943185537333))",1,Manhattan,110,9,68,30,13,WEST 112 STREET,9003404,4,34810,MN1001,MN,Community,Harlem (South),X,AREA OF MINIMAL FLOOD HAZARD,"5,6",226.664118137
"MULTILINESTRING ((-73.94929841190242 40.79853707832468, -73.94998365128653 40.79882018406333))",1,Manhattan,110,9,68,30,13,WEST 112 STREET,9003400,4,34810,MN1001,MN,Community,Harlem (South),X,AREA OF MINIMAL FLOOD HAZARD,5,215.948100404
"MULTILINESTRING ((-73.95064331117142 40.799092714606516, -73.95074496427141 40.799134710555386))",1,Manhattan,110,9,68,30,13,WEST 112 STREET,9003403,4,34810,MN1001,MN,Community,Harlem (South),X,AREA OF MINIMAL FLOOD HAZARD,5,32.0347284608
"MULTILINESTRING ((-73.95008227925257 40.798860930293344, -73.95064331117142 40.799092714606516))",1,Manhattan,110,9,68,30,13,WEST 112 STREET,9003402,4,34810,MN1001,MN,Community,Harlem (South),X,AREA OF MINIMAL FLOOD HAZARD,5,176.803512963
"MULTILINESTRING ((-73.94998365128653 40.79882018406333, -73.95008227925257 40.798860930293344))",1,Manhattan,110,9,68,30,13,WEST 112 STREET,9003401,4,34810,MN1001,MN,Community,Harlem (South),X,AREA OF MINIMAL FLOOD HAZARD,5,31.0815022541
"MULTILINESTRING ((-73.94998365128653 40.79882018406333, -73.95008227925257 40.798860930293344))",1,Manhattan,110,9,68,30,13,WEST 112 STREET,9003401,4,34810,MN1001,MN,Community,Harlem (South),X,AREA OF MINIMAL FLOOD HAZARD,5,31.0815022541
"MULTILINESTRING ((-73.9544708021883 40.80069118766097, -73.95516622375364 40.80098447185438))",1,Manhattan,110,9,70,30,13,WEST 112 STREET,9003936,4,34808,MN1001,MN,Community,Harlem (South),X,AREA OF MINIMAL FLOOD HAZARD,,220.198991794
"MULTILINESTRING ((-73.96401578514316 40.804717324954375, -73.96450945649852 40.804924570148124))",1,Manhattan,109,7,69,30,10,WEST 112 STREET,330410,4,34307,MN0901,MN,Community,Morningside Heights,X,AREA OF MINIMAL FLOOD HAZARD,,156.141147621
"MULTILINESTRING ((-73.96292186522653 40.804258078811195, -73.96379291805768 40.80462376360923))",1,Manhattan,109,7,69,30,10,WEST 112 STREET,330461,4,34307,MN0901,MN,Community,Morningside Heights,X,AREA OF MINIMAL FLOOD HAZARD,,275.505034949
"MULTILINESTRING ((-73.95553487073622 40.80113994173886, -73.95723749365867 40.801857961295916))",1,Manhattan,110,9,70,30,13,WEST 112 STREET,9003941,4,34808,MN1001,MN,Community,Harlem (South),X,AREA OF MINIMAL FLOOD HAZARD,,539.109536831
"MULTILINESTRING ((-73.95542797230497 40.801094859289805, -73.95553487073622 40.80113994173886))",1,Manhattan,110,9,70,30,13,WEST 112 STREET,9003940,4,34808,MN1001,MN,Community,Harlem (South),X,AREA OF MINIMAL FLOOD HAZARD,,33.8482401243
"MULTILINESTRING ((-73.95525980724614 40.801023939270465, -73.95542797230497 40.801094859289805))",1,Manhattan,110,9,70,30,13,WEST 112 STREET,9003939,4,34808,MN1001,MN,Community,Harlem (South),X,AREA OF MINIMAL FLOOD HAZARD,,53.247605963
"MULTILINESTRING ((-73.95516622375364 40.80098447185438, -73.95525980724614 40.801023939270465))",1,Manhattan,110,9,70,30,13,WEST 112 STREET,9003938,4,34808,MN1001,MN,Community,Harlem (South),X,AREA OF MINIMAL FLOOD HAZARD,,29.6322988219
"MULTILINESTRING ((-73.95723749365867 40.801857961295916, -73.95868839340334 40.8024697941073))",1,Manhattan,"109,110","7,9",70,30,13,WEST 112 STREET,38462,3,34757,MN1001,MN,Neighborhood,"Morningside Heights,Harlem (South)",X,AREA OF MINIMAL FLOOD HAZARD,,459.396152618
"MULTILINESTRING ((-73.96483118326695 40.805060072206885, -73.9656515740326 40.80540558779298))",1,Manhattan,109,7,69,30,10,WEST 112 STREET,314094,4,34307,MN0901,MN,Community,Morningside Heights,X,AREA OF MINIMAL FLOOD HAZARD,,259.672782516
"MULTILINESTRING ((-73.96450945649852 40.804924570148124, -73.96483118326695 40.805060072206885))",1,Manhattan,109,7,69,30,10,WEST 112 STREET,314102,4,34307,MN0901,MN,Community,Morningside Heights,X,AREA OF MINIMAL FLOOD HAZARD,,101.834946323
"MULTILINESTRING ((-73.94348324019808 40.7960729928631, -73.9428777614853 40.795821671933425))",1,Manhattan,111,8,68,"30,29",13,EAST 112 STREET,9006059,4,35209,MN1101,MN,Community,"East Harlem (South),East Harlem (North)",X,AREA OF MINIMAL FLOOD HAZARD,"4,5",191.021793062
"MULTILINESTRING ((-73.9428777614853 40.795821671933425, -73.94275348047002 40.7957700845689))",1,Manhattan,111,8,68,"30,29",13,EAST 112 STREET,9006060,4,35209,MN1101,MN,Community,"East Harlem (South),East Harlem (North)",X,AREA OF MINIMAL FLOOD HAZARD,"4,5",39.2095271313
"MULTILINESTRING ((-73.94247923211121 40.79565624730803, -73.9423271090831 40.795593102975815))",1,Manhattan,111,8,68,"30,29",13,EAST 112 STREET,9006062,4,35209,MN1101,MN,Community,"East Harlem (South),East Harlem (North)",X,AREA OF MINIMAL FLOOD HAZARD,"4,5",47.9935450208
"MULTILINESTRING ((-73.93885866282604 40.79414441066655, -73.93865294919792 40.79405834501234))",1,Manhattan,111,8,68,"30,29",13,EAST 112 STREET,9006105,3,35434,MN1101,MN,Neighborhood,East Harlem (North),X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,3,65.0205842682
"MULTILINESTRING ((-73.93962997078032 40.794467104447904, -73.93885866282604 40.79414441066655))",1,Manhattan,111,8,68,"30,29",13,EAST 112 STREET,9006104,3,35434,MN1101,MN,Neighborhood,East Harlem (North),X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,"3,4",243.788748609
"MULTILINESTRING ((-73.9416295096369 40.795302830436015, -73.93962997078032 40.794467104447904))",1,Manhattan,111,8,68,"30,29",13,EAST 112 STREET,9006169,4,35417,MN1101,MN,Community,East Harlem (North),X,"0.2 PCT ANNUAL CHANCE FLOOD HAZARD,AREA OF MINIMAL FLOOD HAZARD","3,4",631.848807796
"MULTILINESTRING ((-73.94275348047002 40.7957700845689, -73.94247923211121 40.79565624730803))",1,Manhattan,111,8,68,"30,29",13,EAST 112 STREET,9006061,4,35209,MN1101,MN,Community,"East Harlem (South),East Harlem (North)",X,AREA OF MINIMAL FLOOD HAZARD,"4,5",86.5230238825
"MULTILINESTRING ((-73.93865294919792 40.79405834501234, -73.9382794168895 40.79390206549207))",1,Manhattan,111,8,68,"30,29",13,EAST 112 STREET,9006106,3,35434,MN1101,MN,Neighborhood,East Harlem (North),X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,3,118.064199997
"MULTILINESTRING ((-73.9382794168895 40.79390206549207, -73.93810739332497 40.79383009351588))",1,Manhattan,111,8,68,"30,29",13,EAST 112 STREET,9006107,3,35434,MN1101,MN,Neighborhood,East Harlem (North),"AE,X",",0.2 PCT ANNUAL CHANCE FLOOD HAZARD",3,54.3724544565
"MULTILINESTRING ((-73.9382794168895 40.79390206549207, -73.93810739332497 40.79383009351588))",1,Manhattan,111,8,68,"30,29",13,EAST 112 STREET,9006107,3,35434,MN1101,MN,Neighborhood,East Harlem (North),"AE,X",",0.2 PCT ANNUAL CHANCE FLOOD HAZARD",3,54.3724544565
"MULTILINESTRING ((-73.93885866282604 40.79414441066655, -73.93865294919792 40.79405834501234))",1,Manhattan,111,8,68,"30,29",13,EAST 112 STREET,9006105,3,35434,MN1101,MN,Neighborhood,East Harlem (North),X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,3,65.0205842682
"MULTILINESTRING ((-73.93810739332497 40.79383009351588, -73.9372570512936 40.793474314357105))",1,Manhattan,111,8,68,"30,29",13,EAST 112 STREET,9006108,3,35434,MN1101,MN,Neighborhood,East Harlem (North),AE,,3,268.774680523
"MULTILINESTRING ((-73.9423271090831 40.795593102975815, -73.94187604703343 40.795405868666236))",1,Manhattan,111,8,68,"30,29",13,EAST 112 STREET,9006063,4,35209,MN1101,MN,Community,"East Harlem (South),East Harlem (North)",X,AREA OF MINIMAL FLOOD HAZARD,"3,4,5",142.307248124
"MULTILINESTRING ((-73.9467003095449 40.79745054307634, -73.9456668473877 40.79700834473956))",1,Manhattan,111,"8,9",68,30,13,EAST 112 STREET,9003394,4,35195,MN1101,MN,Community,"East Harlem (South),East Harlem (North)",X,"0.2 PCT ANNUAL CHANCE FLOOD HAZARD,AREA OF MINIMAL FLOOD HAZARD","4,5",328.378927102
"MULTILINESTRING ((-73.94556506810746 40.7969647944757, -73.94522698853288 40.79682013292161))",1,Manhattan,111,8,68,30,13,EAST 112 STREET,9003396,4,35195,MN1101,MN,Community,"East Harlem (South),East Harlem (North)",X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,"4,5",107.424689313
"MULTILINESTRING ((-73.9456668473877 40.79700834473956, -73.94556506810746 40.7969647944757))",1,Manhattan,111,8,68,30,13,EAST 112 STREET,9003395,4,35195,MN1101,MN,Community,"East Harlem (South),East Harlem (North)",X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,"4,5",32.3402531575
"MULTILINESTRING ((-73.94415121689791 40.79635931631362, -73.94348324019808 40.7960729928631))",1,Manhattan,111,8,68,"30,29",13,EAST 112 STREET,9008100,4,35208,MN1101,MN,Community,"East Harlem (South),East Harlem (North)",X,AREA OF MINIMAL FLOOD HAZARD,"4,5",212.340750919
"MULTILINESTRING ((-73.94891400678829 40.79837825859322, -73.94919210398866 40.79849315647726))",1,Manhattan,110,9,68,30,13,WEST 112 STREET,9009561,4,34810,MN1001,MN,Community,Harlem (South),X,AREA OF MINIMAL FLOOD HAZARD,5,87.6409294434
"MULTILINESTRING ((-73.94495942933949 40.79670574105038, -73.94421313804118 40.79638585791572))",1,Manhattan,111,8,68,"30,29",13,EAST 112 STREET,9008098,4,35208,MN1101,MN,Community,"East Harlem (South),East Harlem (North)",X,"0.2 PCT ANNUAL CHANCE FLOOD HAZARD,AREA OF MINIMAL FLOOD HAZARD","4,5",237.233347031
"MULTILINESTRING ((-73.94421313804118 40.79638585791572, -73.94415121689791 40.79635931631362))",1,Manhattan,111,8,68,"30,29",13,EAST 112 STREET,9008099,4,35208,MN1101,MN,Community,"East Harlem (South),East Harlem (North)",X,AREA OF MINIMAL FLOOD HAZARD,"4,5",19.683776929
"MULTILINESTRING ((-73.94842336768727 40.79817554026292, -73.94891400678829 40.79837825859322))",1,Manhattan,110,9,68,30,13,WEST 112 STREET,9009560,4,34810,MN1001,MN,Community,Harlem (South),X,AREA OF MINIMAL FLOOD HAZARD,5,154.623975831
"MULTILINESTRING ((-73.94008613277597 40.795461651254094, -73.93982198761806 40.7953469934585))",1,Manhattan,111,8,68,30,13,EAST 113 STREET,9008101,4,35413,MN1102,MN,Community,East Harlem (North),X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,3,84.2268146923
"MULTILINESTRING ((-73.94048792923573 40.795636057530636, -73.94011679703482 40.7954749621715))",1,Manhattan,111,8,68,30,13,EAST 113 STREET,9000235,4,35413,MN1102,MN,Community,East Harlem (North),X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,3,118.340666152
"MULTILINESTRING ((-73.93978858503645 40.795332494172875, -73.93918824596409 40.795071900266855))",1,Manhattan,111,8,68,30,13,EAST 113 STREET,9000238,4,35413,MN1102,MN,Community,East Harlem (North),X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,3,191.428666703
"MULTILINESTRING ((-73.93890771461018 40.79494269494791, -73.93887454205714 40.79492846206619))",1,Manhattan,111,8,68,30,13,EAST 113 STREET,9006165,4,35451,MN1102,MN,Community,East Harlem (North),X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,3,10.5477125574
"MULTILINESTRING ((-73.93918824596409 40.795071900266855, -73.93890771461018 40.79494269494791))",1,Manhattan,111,8,68,30,13,EAST 113 STREET,9006164,4,35451,MN1102,MN,Community,East Harlem (North),X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,3,90.8261125216
"MULTILINESTRING ((-73.9653085178231 40.80608039962148, -73.9654028789353 40.80611976264739))",1,Manhattan,109,7,69,"30,31",10,WEST 113 STREET,166278,3,34327,MN0901,MN,Neighborhood,Morningside Heights,X,AREA OF MINIMAL FLOOD HAZARD,,29.8006588268
"MULTILINESTRING ((-73.96713793832342 40.80684348659054, -73.9673482513377 40.80696201679738))",1,Manhattan,109,7,69,31,10,WEST 113 STREET,166280,3,34363,MN0901,MN,Neighborhood,Morningside Heights,X,AREA OF MINIMAL FLOOD HAZARD,,72.4896779041
"MULTILINESTRING ((-73.95393382482399 40.80128858697873, -73.95400505182212 40.80131895953892))",1,Manhattan,110,9,70,30,13,WEST 113 STREET,166419,4,34787,MN1001,MN,Community,Harlem (South),X,AREA OF MINIMAL FLOOD HAZARD,,22.6124953307
"MULTILINESTRING ((-73.95116021405794 40.8001167665301, -73.95250735668382 40.800685550754984))",1,Manhattan,110,9,"68,70",30,13,WEST 113 STREET,166418,4,34666,MN1001,MN,Community,Harlem (South),X,AREA OF MINIMAL FLOOD HAZARD,6,426.676987145
"MULTILINESTRING ((-73.95250735668382 40.800685550754984, -73.95384329498704 40.80124990674668))",1,Manhattan,110,9,"68,70",30,13,WEST 113 STREET,166398,4,34728,MN1001,MN,Community,Harlem (South),X,AREA OF MINIMAL FLOOD HAZARD,6,423.179049718
"MULTILINESTRING ((-73.95384329498704 40.80124990674668, -73.95393382482399 40.80128858697873))",1,Manhattan,110,9,70,30,13,WEST 113 STREET,166399,4,34728,MN1001,MN,Community,Harlem (South),X,AREA OF MINIMAL FLOOD HAZARD,,28.7542575009
"MULTILINESTRING ((-73.9673482513377 40.80696201679738, -73.9674005938265 40.80699234238063))",1,Manhattan,109,7,69,31,10,WEST 113 STREET,166281,3,34363,MN0901,MN,Neighborhood,Morningside Heights,X,AREA OF MINIMAL FLOOD HAZARD,5,18.2220083778
"MULTILINESTRING ((-73.93887454205714 40.79492846206619, -73.93804298840101 40.794566533014375))",1,Manhattan,111,8,68,30,13,EAST 113 STREET,9006166,4,35451,MN1102,MN,Community,East Harlem (North),X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,3,265.332319932
"MULTILINESTRING ((-73.95400505182212 40.80131895953892, -73.95542502599754 40.801916509518364))",1,Manhattan,110,9,70,30,13,WEST 113 STREET,9003931,4,34787,MN1001,MN,Community,Harlem (South),X,AREA OF MINIMAL FLOOD HAZARD,,449.38769713
"MULTILINESTRING ((-73.95553243988768 40.80196183349634, -73.95677811192392 40.80248744585835))",1,Manhattan,110,9,70,30,13,WEST 113 STREET,9003933,4,34787,MN1001,MN,Community,Harlem (South),X,AREA OF MINIMAL FLOOD HAZARD,,394.471959848
"MULTILINESTRING ((-73.95542502599754 40.801916509518364, -73.95553243988768 40.80196183349634))",1,Manhattan,110,9,70,30,13,WEST 113 STREET,9003932,4,34787,MN1001,MN,Community,Harlem (South),X,AREA OF MINIMAL FLOOD HAZARD,,34.0154040987
"MULTILINESTRING ((-73.96647220644262 40.80656580365674, -73.96713793832342 40.80684348659054))",1,Manhattan,109,7,69,31,10,WEST 113 STREET,310104,3,34327,MN0901,MN,Neighborhood,Morningside Heights,X,AREA OF MINIMAL FLOOD HAZARD,,210.241569662
"MULTILINESTRING ((-73.96634245109279 40.80651168011868, -73.96647220644262 40.80656580365674))",1,Manhattan,109,7,69,31,10,WEST 113 STREET,310103,3,34327,MN0901,MN,Neighborhood,Morningside Heights,X,AREA OF MINIMAL FLOOD HAZARD,,40.9777304275
"MULTILINESTRING ((-73.96582739513481 40.8062968398916, -73.96634245109279 40.80651168011868))",1,Manhattan,109,7,69,31,10,WEST 113 STREET,310110,3,34327,MN0901,MN,Neighborhood,Morningside Heights,X,AREA OF MINIMAL FLOOD HAZARD,,162.658881203
"MULTILINESTRING ((-73.9654028789353 40.80611976264739, -73.96582739513481 40.8062968398916))",1,Manhattan,109,7,69,31,10,WEST 113 STREET,310109,3,34327,MN0901,MN,Neighborhood,Morningside Heights,X,AREA OF MINIMAL FLOOD HAZARD,,134.066509617
"MULTILINESTRING ((-73.960318276792 40.80399151626546, -73.96247493565716 40.80488538000212))",1,Manhattan,109,7,"70,69",30,"10,13",WEST 113 STREET,38346,3,34252,MN0901,MN,Neighborhood,Morningside Heights,X,AREA OF MINIMAL FLOOD HAZARD,,680.105151687
"MULTILINESTRING ((-73.95677811192392 40.80248744585835, -73.95824878327674 40.80310648653492))",1,Manhattan,"109,110","7,9",70,30,13,WEST 113 STREET,38464,4,34318,MN1001,MN,Community,"Morningside Heights,Harlem (South)",X,AREA OF MINIMAL FLOOD HAZARD,,465.45346059
"MULTILINESTRING ((-73.93982198761806 40.7953469934585, -73.93978858503645 40.795332494172875))",1,Manhattan,111,8,68,30,13,EAST 113 STREET,9000237,4,35413,MN1102,MN,Community,East Harlem (North),X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,3,10.6509773204
"MULTILINESTRING ((-73.94011679703482 40.7954749621715, -73.94008613277597 40.795461651254094))",1,Manhattan,111,8,68,30,13,EAST 113 STREET,9000236,4,35413,MN1102,MN,Community,East Harlem (North),X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,3,9.7778522082
"MULTILINESTRING ((-73.96468503262884 40.80581746289446, -73.96520341054281 40.80603607333001))",1,Manhattan,109,7,69,30,10,WEST 113 STREET,309988,3,34276,MN0901,MN,Neighborhood,Morningside Heights,X,AREA OF MINIMAL FLOOD HAZARD,,164.128714711
"MULTILINESTRING ((-73.96333948277164 40.80525000168065, -73.96468503262884 40.80581746289446))",1,Manhattan,109,7,69,30,10,WEST 113 STREET,330412,3,34276,MN0901,MN,Neighborhood,Morningside Heights,X,AREA OF MINIMAL FLOOD HAZARD,,426.032421535
"MULTILINESTRING ((-73.96308909671598 40.80514440317041, -73.96333948277164 40.80525000168065))",1,Manhattan,109,7,69,30,10,WEST 113 STREET,330426,3,34276,MN0901,MN,Neighborhood,Morningside Heights,X,AREA OF MINIMAL FLOOD HAZARD,,79.2788461887
