Facility Name,Location Type,Operator,Status,Open,Hours of Operation,Accessibility,Latitude,Longitude
Lullwater & Boathouse,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",,40.66083,-73.9653
Pelham Bay/ Split Rock Golf,Park,NYC Parks Concessionaire,Operational,Year Round,6:00am-8:00pm Daily,Fully Accessible,40.880138,-73.806141
DiGilio Playground,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Not Accessible,40.63276,-73.9773
Watson Gleason Playground,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,40.82903,-73.8691
Northern Playground,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Not Accessible,40.75629,-73.8745
Monsignor Mcgolrick Playground,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,40.72483,-73.9435
Marconi Park,Park,NYC Parks,Not Operational,,,Not Accessible,40.69329,-73.7956
Spring Creek Park Zone 1,Park,NYC Parks,Operational,Seasonal,Open by permit,,40.64917,-73.8738
Crotona Tennis House & Courts,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",,40.84004,-73.8953
Midland Playground,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,40.57478,-74.0984
Marine Park Zone 1,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,40.60787,-73.9374
Sara D. Roosevelt Park,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,40.71881,-73.993
Alley Pond Park Driving Range,Park,NYC Parks Concessionaire,Operational,Year Round,6:30am-11:30pm,Fully Accessible,40.765302,-73.749189
136 St Playground,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,40.78496,-73.8328
Auburndale Playground,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Not Accessible,40.76587,-73.7945
"Library for the Performing Arts, Dorothy and Lewis B. Cullman Center Library, NYPL",Library,NYPL,Operational,Year Round,"Sunday: Closed 
Monday: 10:30 am - 8:00 pm 
Tuesday: 10:30 pm - 6:00 pm 
Wednesday: 10:30 pm - 6:00 pm 
Thursday: 10:30 am - 8:00 pm
Friday: 10:30 am - 6:00 pm 
Saturday: 10:30 am - 6:00 pm",Fully Accessible,40.773515,-73.984548
Peters Field,Park,NYC Parks,Operational,Seasonal,"8am-4pm, Open later seasonally",Not Accessible,40.70644,-73.7747
"Brower Park Library, BPL",Library,BPL,Operational,Year Round,"Monday	10 am - 6 pm
Tuesday	1 pm - 8 pm
Wednesday	10 am - 6 pm
Thursday	10 am - 8 pm
Friday	10 am - 6 pm
Saturday	10 am - 5 pm
Sunday	CLOSED",Fully Accessible,40.675379,-73.948568
"Bellerose Library, QPL",Library,QPL,Operational,Year Round,"Sunday: Closed 
Monday: 10:00 am - 6:00 pm 
Tuesday: 1:00 pm - 6:00 pm 
Wednesday: 10:00 am - 6:00 pm 
Thursday: 12:00 pm - 8:00 pm 
Friday: 10:00 am - 6:00 pm 
Saturday: 10:00 am - 5:00 pm",,40.735169,-73.717106
Bill Brown Playground,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,40.59177,-73.9456
Sherman Creek,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,40.8578,-73.922
"Ryder Library, BPL",Library,BPL,Closed for Construction,Year Round,,,40.615888,-73.975968
Hammel Playground,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Not Accessible,40.58819,-73.8094
City Line Park,Park,NYC Parks,Operational,Seasonal,"8am-4pm, Open later seasonally",Fully Accessible,40.67953,-73.8762
Howard Bennett Playground,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,40.8137,-73.939
Steeplechase Park Carousel,Park,NYC Parks Concessionaire,Operational,Seasonal,11:00am - 10:00pm midnight on weekends,Fully Accessible,40.573119,-73.983244
Drew Playground,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,40.83298,-73.9033
Van Cortlandt Pool,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",,40.89066,-73.8974
"New Dorp Library, NYPL",Library,NYPL,Closed for Construction,Future,"Sunday: Closed 
Monday: 10:00 am - 7:00 pm 
Tuesday: 10:00 am - 7:00 pm  
Wednesday: 10:00 am - 7:00 pm  
Thursday: 10:00 am - 7:00 pm   
Friday: 10:00 am - 5:00 pm 
Saturday: 10:00 am - 5:00 pm",Fully Accessible,40.57194,-74.11196
Paerdegat Basin Marina 3,Park,NYC Parks Concessionaire,Operational,Year Round,9:00am-5:00pm,Partially Accessible,40.62724,-73.904659
Century Playground,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Not Accessible,40.57702,-73.9702
Silver Lake Golf Course,Park,NYC Parks Concessionaire,Operational,Year Round,6:00am-8:00pm Daily,Fully Accessible,40.623055,-74.099068
"Eastchester Library, NYPL",Library,NYPL,Operational,Year Round,"Sunday: Closed 
Monday: 10:00 am - 7:00 pm 
Tuesday: 10:00 am - 7:00 pm
Wednesday: 10:00 am - 7:00 pm
Thursday: 10:00 am - 7:00 pm
Friday: 10:00 am - 5:00 pm 
Saturday: 10:00 am - 5:00 pm",Fully Accessible,40.870148,-73.845066
"Hamilton Grange Library, NYPL",Library,NYPL,Operational,Year Round,"Sunday: Closed 
Monday: 10:00 am - 7:00 pm 
Tuesday: 10:00 am - 7:00 pm
Wednesday: 10:00 am - 7:00 pm
Thursday: 10:00 am - 7:00 pm
Friday: 11:00 am - 6:00 pm 
Saturday: 11:00 am - 5:00 pm",Fully Accessible,40.825681,-73.948034
Playground Sixty Two LXII,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Not Accessible,40.73608,-73.8527
Brooklyn Bridge Park Pier 5 - Boathouse/Uplands,Park,Brooklyn Bridge Park,Operational,Year Round,,Fully Accessible,40.695841,-73.999127
Ditmars Playground,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Partially Accessible,40.77156,-73.9073
Stroud Playground,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Not Accessible,40.67499,-73.9622
"North Forest Park Library, QPL",Library,QPL,Operational,Year Round,"Sunday: Closed 
Monday: 10:00 am - 6:00 pm 
Tuesday: 1:00 pm - 6:00 pm 
Wednesday: 10:00 am - 6:00 pm 
Thursday: 12:00 pm - 8:00 pm 
Friday: 10:00 am - 6:00 pm 
Saturday: 10:00 am - 5:00 pm",,40.711165,-73.853674
Soundview Park,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,40.81802,-73.8704
Quarry Ballfields,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,40.8502,-73.89
Edmonds Playground,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Not Accessible,40.68925,-73.9717
Coney Island Beach Zone 4b,Park,NYC Parks,Operational,Seasonal,"8am-4pm, Open later seasonally",Fully Accessible,40.57341,-73.9759
Castlewood Playground,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,40.74994,-73.7208
Marc And Jason's Playground,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Not Accessible,40.66349,-73.9499
Ancient Playground,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",,40.781,-73.9616
Corporal John A. Seravalli Playground,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,40.73894,-74.0047
Jennifer's Playground,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,40.62034,-74.1635
Virginia Playground,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,40.83433,-73.8622
Stanley Isaacs Playground,Park,NYC Parks,Operational,Seasonal,"8am-4pm, Open later seasonally",Fully Accessible,40.78293,-73.9446
Martin Van Buren Playground,Park,NYC Parks,Not Operational,,,Fully Accessible,40.83513,-73.8962
Bayswater Playground,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,40.59877,-73.7675
"Brooklyn Central Library, BPL",Library,BPL,Operational,Year Round,"Monday	9 am - 8 pm
Tuesday	9 am - 8 pm
Wednesday	9 am - 8 pm
Thursday	9 am - 8 pm
Friday	9 am - 6 pm
Saturday	9 am - 6 pm
Sunday	1 pm - 5 pm",Fully Accessible,40.672352,-73.968226
East River Park Zone 3,Park,NYC Parks,Not Operational,,,,40.7159,-73.9752
Cedar Playground,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,40.85528,-73.9175
Conservatory Garden,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",,40.79419,-73.9527
Playground Ninety,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Not Accessible,40.75728,-73.8783
Central Park West,Park,NYC Parks,Operational,Seasonal,"8am-4pm, Open later seasonally",,40.76919,-73.9808
Silver Lake Park Playground,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Not Accessible,40.62828,-74.099
South Shore Restaurant,Park,NYC Parks Concessionaire,Operational,Year Round,9:00am-5:00pm,Fully Accessible,40.551624,-74.204853
Leif Ericson Park Playground,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,40.63142,-74.0129
Brooklyn Bridge Park Pier 1,Park,Brooklyn Bridge Park,Operational,Year Round,6am-1am,Fully Accessible,40.70267,-73.99522
Vernon Playground,Park,NYC Parks,Operational,Seasonal,"8am-4pm, Open later seasonally",Not Accessible,40.75703,-73.9474
North Park Phase 1,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",,40.5877,-74.185269
Ciccarone Park,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,40.8559,-73.8866
Margaret I. Carman Green - Weeping Beech,Park,NYC Parks,Operational,Seasonal,"8am-4pm, Open later seasonally",Not Accessible,40.7635,-73.8247
Lily Brown Playground,Park,NYC Parks,Not Operational,,,Not Accessible,40.83891,-73.946
Glenwood Playground,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,40.63666,-73.9201
"Midwood Library, BPL",Library,BPL,Operational,Year Round,"Monday	10 am - 6 pm
Tuesday	1 pm - 8 pm
Wednesday	10 am - 6 pm
Thursday	10 am - 8 pm
Friday	10 am - 6 pm
Saturday	10 am - 5 pm
Sunday	1 pm - 5 pm",Partially Accessible,40.625902,-73.960316
"Ottendorfer Library, NYPL",Library,NYPL,Operational,Year Round,"Sunday: Closed 
Monday: 11:00 am - 7:00 pm 
Tuesday: 11:00 am - 7:00 pm
Wednesday: 11:00 am - 7:00 pm
Thursday: 11:00 am - 7:00 pm
Friday: 10:00 am - 5:00 pm 
Saturday: 10:00 am - 5:00 pm",Not Accessible,40.728915,-73.987744
William Sheridan Playground,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Not Accessible,40.71527,-73.964
Lieutenant John H. Martinson Playground,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,40.53719,-74.1624
"Windsor Park Library, QPL",Library,QPL,Operational,Year Round,"Sunday: Closed 
Monday: 10:00 am - 6:00 pm 
Tuesday: 1:00 pm - 6:00 pm 
Wednesday: 10:00 am - 6:00 pm 
Thursday: 12:00 pm - 8:00 pm 
Friday: 10:00 am - 6:00 pm 
Saturday: 10:00 am - 5:00 pm",,40.734513,-73.755621
East Parade Grounds,Park,NYC Parks,Operational,Year Round,7:30am-5:00pm,Not Accessible,40.6519,-73.9657
Tall Oak Playground,Park,NYC Parks,Operational,Seasonal,"8am-4pm, Open later seasonally",Fully Accessible,40.74634,-73.7583
The Pearly Gates,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,40.83878,-73.8457
Middle Long Meadow,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Partially Accessible,40.66557,-73.9716
The High Line Zone 1,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",,40.74364,-74.0069
Queensboro Oval Indoor Tennis,Park,NYC Parks Concessionaire,Operational,Seasonal,7:00am-11:00pm,Fully Accessible,40.759246,-73.960029
"Broad Channel Library, QPL",Library,QPL,Operational,Year Round,"Sunday: Closed 
Monday: 10:00 am - 6:00 pm 
Tuesday: 1:00 pm - 6:00 pm 
Wednesday: 10:00 am - 6:00 pm 
Thursday: 12:00 pm - 8:00 pm 
Friday: 10:00 am - 6:00 pm 
Saturday: 10:00 am - 5:00 pm",,40.60074,-73.820054
Hunter's Point South Park Zone 1,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",,40.74198,-73.9608
Greenwood Playground,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Not Accessible,40.65047,-73.9766
East River Park Zone 2,Park,NYC Parks,Not Operational,,,Fully Accessible,40.71281,-73.9761
"Windsor Terrace Library, BPL",Library,BPL,Operational,Year Round,"Monday	10 am - 6 pm
Tuesday	1 pm - 8 pm
Wednesday	10 am - 6 pm
Thursday	10 am - 8 pm
Friday	10 am - 6 pm
Saturday	10 am - 5 pm
Sunday	CLOSED",Partially Accessible,40.648758,-73.97676
Augustus St. Gaudens Playground,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Partially Accessible,40.73564,-73.9821
Sgt. William Dougherty Playground,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,40.72353,-73.937
"Macomb's Bridge Library, NYPL",Library,NYPL,Operational,Year Round,"Sunday: Closed 
Monday: 10:00 am - 6:00 pm 
Tuesday: 10:00 pm - 6:00 pm 
Wednesday: 11:00 am - 7:00 pm 
Thursday: 11:00 am - 7:00 pm 
Friday: 10:00 am - 5:00 pm 
Saturday: 10:00 am - 5:00 pm",Fully Accessible,40.825536,-73.935349
Burns Playground,Park,NYC Parks,Not Operational,,,Fully Accessible,40.86295,-73.8366
210 St Playground,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Not Accessible,40.73924,-73.7651
Linden Park,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,40.65826,-73.8875
Pink Playground,Park,NYC Parks,Operational,Seasonal,"8am-4pm, Open later seasonally",Fully Accessible,40.6665,-73.8625
Flushing Meadows Grand Bay,Park,NYC Parks Concessionaire,Operational,Year Round,9:00am-5:00pm,Fully Accessible,40.761118,-73.857545
"Red Hook Library, BPL",Library,BPL,Operational,Year Round,10 am to 5 pm on weedays,Limited Accessibility,40.675249,-74.010344
MacArthur Playground,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,40.75241,-73.965
Loreto Playground,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,40.84886,-73.852
Fidler-Wyckoff House Park,Park,NYC Parks,Operational,Year Round,Tuesday-Saturday,Fully Accessible,40.64469,-73.9209
Marine Park Golf Course,Park,NYC Parks Concessionaire,Operational,Year Round,6:00am-7:00pm Daily,Fully Accessible,40.599348,-73.912962
Hester St Playground,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,40.71673,-73.9941
"Adams Street Library, BPL",Library,BPL,Operational,Year Round,"Monday	10 am - 6 pm
Tuesday	1 pm - 8 pm
Wednesday	10 am - 6 pm
Thursday	10 am - 8 pm
Friday	10 am - 6 pm
Saturday	10 am - 5 pm
Sunday	CLOSED",Fully Accessible,40.704143,-73.987999
St. Andrew's Playground,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,40.67881,-73.942
Grand Central Parkway Gas,Park,NYC Parks Concessionaire,Operational,Year Round,24 Hours,Not Accessible,40.767711,-73.865189
Crocheron Park Zone 1,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Not Accessible,40.77205,-73.7694
Mazzei Playground,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,40.86251,-73.8582
Haggerty Park,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,40.71314,-73.7581
227th Street Playground,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,40.89083,-73.8641
Albert J. Parham Playground,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,40.69023,-73.9705
Clearview Golf Course,Park,NYC Parks Concessionaire,Operational,Year Round,6:00am-8:00pm Daily,Fully Accessible,40.781915,-73.788413
Bethesda Terrace,Park,NYC Parks,Operational,Seasonal,"8am-4pm, Open later seasonally",,40.77352,-73.9711
Murray Playground,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,40.74726,-73.9489
60 Wall Street POPS,Privately Owned Public Space,Cushman & Wakefield Inc.,Closed for Construction,Year Round,Everyday 7:00 am-10:00 pm,,40.706249,-74.008506
"Clason's Point Library, NYPL",Library,NYPL,Operational,Year Round,"Sunday: Closed 
Monday: 10:00 am - 7:00 pm 
Tuesday: 10:00 am - 7:00 pm
Wednesday: 10:00 am - 7:00 pm
Thursday: 10:00 am - 7:00 pm
Friday: 10:00 am - 5:00 pm 
Saturday: 10:00 am - 5:00 pm",Fully Accessible,40.830001,-73.875022
Henry Hudson Park,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,40.88106,-73.9206
Van Cortlandt Stadium,Park,NYC Parks,Not Operational,,,Fully Accessible,40.88829,-73.8981
Arthur Kill Restaurant,Park,NYC Parks Concessionaire,Operational,Seasonal,12:00pm-10:00pm,Fully Accessible,40.561117,-74.168707
Alley Athletic Playground,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Not Accessible,40.74,-73.7342
Stars & Stripes Playground,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,40.88556,-73.8392
Levy Playground,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,40.63381,-74.1291
Bush Terminal Park,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,40.65335,-74.0192
Playground 286,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,40.59061,-73.9385
Coney Island Beach Zone 7a,Park,NYC Parks,Operational,Seasonal,"8am-4pm, Open later seasonally",Fully Accessible,40.57167,-73.9923
Spirit Playground,Park,NYC Parks,Operational,Seasonal,"8am-4pm, Open later seasonally",Not Accessible,40.76139,-73.9413
"Long Island City Library, QPL",Library,QPL,Operational,Year Round,"Sunday: Closed 
Monday: 10:00 am - 6:00 pm 
Tuesday: 1:00 pm - 6:00 pm 
Wednesday: 10:00 am - 6:00 pm 
Thursday: 12:00 pm - 8:00 pm 
Friday: 10:00 am - 6:00 pm 
Saturday: 10:00 am - 5:00 pm",,40.757812,-73.939311
"Spring Creek Library, BPL",Library,BPL,Operational,Year Round,"Monday	10 am - 6 pm
Tuesday	1 pm - 8 pm
Wednesday	10 am - 6 pm
Thursday	10 am - 8 pm
Friday	10 am - 6 pm
Saturday	10 am - 5 pm
Sunday	CLOSED",Fully Accessible,40.653218,-73.885868
Equity Playground,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,40.69139,-73.8536
"Mulberry Street Library, NYPL",Library,NYPL,Operational,Year Round,"Sunday: Closed 
Monday: 11:00 am - 7:00 pm 
Tuesday: 11:00 am - 7:00 pm
Wednesday: 11:00 am - 7:00 pm
Thursday: 10:00 am - 7:00 pm
Friday: 10:00 am - 5:00 pm 
Saturday: 10:00 am - 5:00 pm",Fully Accessible,40.724148,-73.995686
Fred Samuel Playground,Park,NYC Parks,Operational,Seasonal,"8am-4pm, Open later seasonally",Fully Accessible,40.81735,-73.939
Meadow Lake NE,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,40.73586,-73.8385
Willowbrook Park Recreational Area,Park,NYC Parks,Not Operational,,,Fully Accessible,40.60417,-74.1586
Central Park Ice Rinks,Park,NYC Parks Concessionaire,Operational,Year Round,M-T 10:00am-2:20pm W-S 10:00am-10:00pm,Fully Accessible,40.767815,-73.97449
Morningside Park Zone 1,Park,NYC Parks,Not Operational,,,Fully Accessible,40.80247,-73.959
"Belmont Library and Enrico Fermi Cultural Center, NYPL",Library,NYPL,Operational,Year Round,"Sunday: Closed 
Monday: 10:00 am - 6:00 pm 
Tuesday: 10:00 am - 6:00 pm
Wednesday: 10:00 am - 6:00 pm
Thursday: 10:00 am - 6:00 pm
Friday: 10:00 am - 5:00 pm 
Saturday: 10:00 am - 5:00 pm",Fully Accessible,40.854353,-73.887884
Seward Park,Park,NYC Parks,Not Operational,,,Fully Accessible,40.71472,-73.9891
Admiral Playground,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,40.77093,-73.7376
Ehrenreich-Austin Playground,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Not Accessible,40.71579,-73.837
Inwood Hill Park Zone 2,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",,40.87401,-73.9201
"53rd Street Library, NYPL",Library,NYPL,Operational,Year Round,"Sunday: Closed 
Monday: 11:00 am - 6:00 pm 
Tuesday: 11:00 am - 6:00 pm 
Wednesday: 11:00 am - 6:00 pm 
Thursday: 11:00 am - 6:00 pm 
Friday: 11:00 am - 6:00 pm 
Saturday: 11:00 am - 6:00 pm",Fully Accessible,40.760815,-73.977365
Seton Park Playground,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,40.88617,-73.9171
Walker Park,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Not Accessible,40.64373,-74.1088
Frawleys' Run,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",,40.79707,-73.9515
Seaside Playground,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Not Accessible,40.58072,-73.8305
Gravesend Park,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,40.62398,-73.9849
Plaza de Las Americas APT,Public Plaza,NYC DOT/JCDecaux,Operational,Year Round,8am-8pm,Fully Accessible,40.84593,-73.937997
Sarsfield Playground,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,40.62034,-73.9372
Hudson River Park Pier 97 - Portaloo,Park,Hudson River Park,Operational,Year Round,6am - 1am,Fully Accessible,40.771441,-73.995107
Schmul Park,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,40.59011,-74.1879
Taylor Playground,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,40.83902,-73.8662
Harvey Playground,Park,NYC Parks,Operational,Seasonal,"8am-4pm, Open later seasonally",Not Accessible,40.7829,-73.8236
"Huguenot Park Library, NYPL",Library,NYPL,Operational,Year Round,"Sunday: Closed 
Monday: 10:00 am - 6:00 pm 
Tuesday: 10:00 am - 6:00 pm  
Wednesday: 10:00 am - 6:00 pm   
Thursday: 10:00 am - 6:00 pm   
Friday: 10:00 am - 5:00 pm 
Saturday: 10:00 am - 5:00 pm",Fully Accessible,40.534087,-74.19323
College Point Fields,Park,NYC Parks,Not Operational,,,Fully Accessible,40.77582,-73.8373
Queens Valley Playground,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Not Accessible,40.72191,-73.8239
Ferry Point Park Zone 4,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,40.82017,-73.8263
Breukelen Playground,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,40.65373,-73.894
Roebling Playground,Park,NYC Parks,Operational,Seasonal,"8am-4pm, Open later seasonally",Fully Accessible,40.70611,-73.9624
645 Fifth Avenue POPS,Privately Owned Public Space,Oxford Properties,Operational,Year Round,Everyday 8:00 am-10:00 pm,Fully Accessible,40.759207,-73.976087
"Brownsville Library, BPL",Library,BPL,Operational,Year Round,"Monday	10 am - 6 pm
Tuesday	1 pm - 8 pm
Wednesday	10 am - 6 pm
Thursday	10 am - 8 pm
Friday	10 am - 6 pm
Saturday	10 am - 5 pm
Sunday	CLOSED",Fully Accessible,40.671535,-73.908605
"Rosedale Library, QPL",Library,QPL,Operational,Year Round,"Sunday: Closed 
Monday: 10:00 am - 6:00 pm 
Tuesday: 1:00 pm - 6:00 pm 
Wednesday: 10:00 am - 6:00 pm 
Thursday: 12:00 pm - 8:00 pm 
Friday: 10:00 am - 6:00 pm 
Saturday: 10:00 am - 5:00 pm",,40.659972,-73.739912
Midland Beach Zone 4,Park,NYC Parks,Not Operational,,,,40.57395,-74.0836
"Crown Heights Library, BPL",Library,BPL,Operational,Year Round,"Monday	10 am - 6 pm
Tuesday	1 pm - 8 pm
Wednesday	10 am - 6 pm
Thursday	10 am - 8 pm
Friday	10 am - 6 pm
Saturday	10 am - 5 pm
Sunday	CLOSED",Fully Accessible,40.661198,-73.948104
Mill Basin Marina,Park,NYC Parks Concessionaire,Operational,Year Round,9:00am-5:00pm,Fully Accessible,40.612465,-73.901723
"Jackson Heights Library, QPL",Library,QPL,Operational,Year Round,"Sunday: Closed 
Monday: 10:00 am - 6:00 pm 
Tuesday: 1:00 pm - 6:00 pm 
Wednesday: 10:00 am - 6:00 pm 
Thursday: 12:00 pm - 8:00 pm 
Friday: 10:00 am - 6:00 pm 
Saturday: 10:00 am - 5:00 pm",,40.750204,-73.885071
Owl's Head Park,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,40.6393,-74.032
Sperandeo Brothers Playground,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,40.67763,-73.8843
Abigail Playground,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,40.81732,-73.9048
Corlears Hook Park,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,40.71175,-73.9798
Highland Park Zone 2,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Not Accessible,40.68316,-73.8929
"Sheepshead Bay Library, BPL",Library,BPL,Operational,Year Round,"Monday	10 am - 6 pm
Tuesday	1 pm - 8 pm
Wednesday	10 am - 6 pm
Thursday	10 am - 8 pm
Friday	10 am - 6 pm
Saturday	10 am - 5 pm
Sunday	CLOSED",Partially Accessible,40.587022,-73.955375
Raymond O’Connor Park,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,40.77101,-73.779
Captain Tilly Park,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,40.71144,-73.7982
Dutch Kills Playground,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,40.75774,-73.9335
"Baisley Park Library, QPL",Library,QPL,Operational,Year Round,"Sunday: Closed 
Monday: 10:00 am - 6:00 pm 
Tuesday: 1:00 pm - 6:00 pm 
Wednesday: 10:00 am - 6:00 pm 
Thursday: 12:00 pm - 8:00 pm 
Friday: 10:00 am - 6:00 pm 
Saturday: 10:00 am - 5:00 pm",,40.68032,-73.79168
Canarsie Park Zone 1,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,40.62897,-73.896
Langston Hughes Playground,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,40.81221,-73.9464
