ConditionHazard #,Class,Number,Type,Extent,Problem,Location/Comments,Priority,Cause,Feature #
2836,Condition,1,No Paper Towels / Hand Dryer,1,,,,0,13223
2857,Condition,1,Dispensers Missing Soap,1,,,,0,13364
2858,Condition,1,No Paper Towels / Hand Dryer,1,,,,0,13364
8092,Condition,1,Toilets OOS,4,,constantly running,,0,38223
8142,Condition,,Marker,,,on stall,,0,38498
8143,Condition,,Marker,,,behind door,,0,38498
8145,Condition,1,Dispensers Missing Soap,1,,,,1,38500
8156,Condition,,,,,marker on divider to stall,,0,38591
8304,Condition,1,Dispensers Missing Soap,1,,,,1,39795
6724,Condition,1,Soap Globe Missing,1,,,,0,32916
6725,Condition,1,,2,,sinks drain clogged,,0,32916
6726,Condition,2,Toilet Paper Dispensers Damaged,4,,,,0,32916
6727,Condition,,Ceiling Deterioration,,Light,,,0,32916
6728,Condition,,Wall Deterioration,,Light,,,0,32916
6809,Condition,1,,1,,broken lock on stall door,,0,33252
6885,Condition,,Spray Paint,,,on wall at stall,,0,33577
6890,Condition,1,No Toilet Paper,38,,,,0,33579
6951,Condition,1,Urinals OOS,1,,,,1,33777
6952,Condition,1,,1,,no lock on stall door,,1,33777
7244,Condition,3,Toilets OOS,21,,(locked by staff),,0,35083
7340,Condition,1,No Paper Towels / Hand Dryer,1,,,,1,35358
7455,Condition,1,Soap Globe Missing,1,,,,0,35849
8457,Condition,,Fixture Deterioration,,Light,sink,,0,40729
8458,Condition,,Paint Uneven / Not Uniform,,Light,in stall,,0,40729
8478,Condition,2,,2,,mirrors removed,,0,40863
8656,Condition,1,Dispensers Missing Soap,1,,,,1,41899
8703,Condition,1,Dispensers Missing Soap,1,,men's room,,1,42176
8729,Condition,1,Dispensers Missing Soap,1,,,,1,42276
8736,Condition,1,,2,,lights out,,0,42301
8850,Condition,1,,8,,Stalls locked from the inside,,0,42771
8851,Condition,1,Sinks OOS,8,,,,0,42771
1454,Condition,1,No Toilet Paper,1,,,,0,6644
1455,Condition,1,No Paper Towels / Hand Dryer,1,,,,0,6644
1456,Condition,1,Dispensers Missing Soap,1,,,,0,6644
1489,Condition,1,Dispensers Missing Soap,1,,,,0,6712
1490,Condition,1,No Paper Towels / Hand Dryer,1,,,,0,6712
1622,Condition,1,Dispensers Missing Soap,1,,,,0,7280
1623,Condition,1,No Paper Towels / Hand Dryer,1,,,,0,7280
1624,Condition,1,No Toilet Paper,1,,5 OUT OF 6 STALLS NO TOILET PAPER,,0,7280
1674,Condition,1,Dispensers Missing Soap,1,,,,0,7448
1675,Condition,1,No Paper Towels / Hand Dryer,1,,,,0,7448
1706,Condition,1,Litter,1,,LIGHT,,0,7546
1704,Condition,1,Dispensers Missing Soap,1,,,,0,7548
1705,Condition,1,No Paper Towels / Hand Dryer,1,,,,0,7548
12085,Condition,1,No Paper Towels / Hand Dryer,1,,,,1,60219
12083,Condition,3,Toilets OOS,8,,,,0,60224
12159,Condition,1,Fixture Deterioration,1,,sink constantly running,,1,60694
12236,Condition,1,,4,,lights out,,0,61094
11321,Condition,1,No Paper Towels / Hand Dryer,1,,,,1,55046
11523,Condition,1,,2,,stall door missing lock,,0,56475
11678,Condition,,Ceiling Deterioration,,,water leaking from light cover,,1,57484
11680,Condition,,Litter,,Light,adj toilet,,0,57486
11743,Condition,1,Toilets OOS,8,,,,0,57952
9501,Condition,1,Dispensers Missing Soap,1,,,,1,45584
9502,Condition,1,No Paper Towels / Hand Dryer,1,,,,1,45584
9563,Condition,,Fixture Deterioration,,,sink faucet damaged,,0,45945
9604,Condition,,Marker,,,on entrance sign,,0,46054
9656,Condition,1,Wall Deterioration,3,,stall door lock broken,,0,46313
9657,Condition,1,Fixture Deterioration,3,,toilet seat missing,,0,46313
9666,Condition,,Marker,,Light,on walls & door,,0,46354
9668,Condition,,,,Light,scratches on mirror,,0,46354
9764,Condition,1,Dispensers Missing Soap,1,,,,1,46888
9766,Condition,,Marker,,Light,on wall opposite urinals,,0,46890
9772,Condition,1,Toilet Paper Dispensers Damaged,1,,,,0,46915
9827,Condition,,,,,scratches on mirror.,,0,47224
9868,Condition,,Litter,,Light,on changing table.,,0,47515
9876,Condition,,Litter,,Light,around toilet stalls,,0,47549
9912,Condition,,Spray Paint,,,on wall (not adequately removed),,0,47890
5960,Condition,,Soap Globe Missing,,,,,0,28963
6053,Condition,,Marker,,,on dryer,,0,29674
6095,Condition,1,No Toilet Paper,1,,,,1,29833
13214,Condition,1,No Paper Towels / Hand Dryer,1,,,,1,68448
3160,Condition,1,Litter,1,,moderate litter,,0,14934
3161,Condition,1,Dispensers Missing Soap,1,,,,0,14936
3162,Condition,1,No Paper Towels / Hand Dryer,1,,,,0,14936
3163,Condition,1,No Toilet Paper,1,,,,0,14936
13908,Condition,1,Dispensers Missing Soap,1,,,,1,75525
12302,Condition,,Litter,,Light,in both stalls,,0,61587
12368,Condition,1,Dispensers Missing Soap,1,,,,1,61962
12377,Condition,,Ceiling Deterioration,,Light,water damage,,0,62057
12378,Condition,,Wall Deterioration,,Moderate,missing tiles,,1,62057
12433,Condition,1,Fixture Deterioration,1,,faucet damaged but water works,,,62489
12439,Condition,,Litter,,Moderate,throughout site,,1,62523
12441,Condition,2,,3,,no locks on doors,,,62525
12442,Condition,1,,3,,door does not reach wall,,,62525
4370,Condition,,Marker,,,on wall,,0,21652
1255,Condition,2,Hand Dryers Broken,2,,,,0,5379
1342,Condition,1,Soap Dispensers Missing,1,,,,0,5947
1412,Condition,,Litter,,Light,overall,,0,6334
3757,Condition,1,Dispensers Missing Soap,1,,,,0,18296
3758,Condition,1,No Paper Towels / Hand Dryer,1,,,,0,18296
3759,Condition,1,No Toilet Paper,1,,,,0,18296
3762,Condition,1,Dispensers Missing Soap,1,,,,0,18300
3763,Condition,1,No Paper Towels / Hand Dryer,1,,,,0,18300
3764,Condition,1,No Toilet Paper,1,,,,0,18300
3832,Condition,1,Litter,1,,light,,0,19166
3833,Condition,1,No Paper Towels / Hand Dryer,1,,,,0,19168
3907,Condition,1,No Paper Towels / Hand Dryer,1,,,,0,19636
4007,Condition,1,No Paper Towels / Hand Dryer,1,,,,0,20204
4045,Condition,1,Wall Deterioration,1,,moderate,,0,20338
5131,Condition,1,Soap Globe Missing,1,,,,0,25401
5140,Condition,,Soap Dispensers Damaged,,,pump does not move,,0,25418
5192,Condition,1,Soap Globe Missing,2,,,,0,25684
5193,Condition,1,No Paper Towels / Hand Dryer,1,,,,0,25686
5238,Condition,1,Toilet Paper Dispensers Missing,1,,,,0,25854
5236,Condition,1,Soap Globe Missing,1,,,,0,25854
5318,Condition,,Grime,,Light,(paint) in sink.,,0,26288
5377,Condition,1,Sinks OOS,3,,,,0,26622
5401,Condition,,Dispensers Missing Soap,,,,,0,26703
5402,Condition,,No Paper Towels / Hand Dryer,,,,,0,26703
5403,Condition,,Dispensers Missing Soap,,,,,0,26705
5404,Condition,,No Paper Towels / Hand Dryer,,,,,0,26705
5468,Condition,,Litter,,Light,,,0,26988
5470,Condition,1,Soap Dispensers Missing,2,,,,0,26990
5529,Condition,1,No Paper Towels / Hand Dryer,1,,,,0,27205
5530,Condition,1,Dispensers Missing Soap,1,,,,0,27205
10785,Condition,1,Dispensers Missing Soap,1,,,,1,52675
10802,Condition,,Dispensers Missing Soap,,,,,1,52775
10803,Condition,,No Paper Towels / Hand Dryer,,,,,1,52775
11025,Condition,2,No Paper Towels / Hand Dryer,2,,,,1,53611
11129,Condition,,Litter,,Light,on floor.,,0,54111
11277,Condition,1,Dispensers Missing Soap,1,,,,1,54800
11278,Condition,1,No Paper Towels / Hand Dryer,1,,,,0,54800
11316,Condition,2,,4,,Stalls Missing Door Locks.,,0,55017
2587,Condition,1,Dispensers Missing Soap,1,,,,0,11612
2624,Condition,1,Dispensers Missing Soap,1,,,,0,11748
2625,Condition,1,No Paper Towels / Hand Dryer,1,,,,0,11748
2699,Condition,1,No Paper Towels / Hand Dryer,1,,,,0,12216
2700,Condition,1,Dispensers Missing Soap,1,,,,0,12216
2746,Condition,1,Soap Globe Missing,1,,,,0,12467
2819,Condition,1,Dispensers Missing Soap,1,,,,0,13052
2871,Condition,1,No Paper Towels / Hand Dryer,1,,,,0,13452
2872,Condition,1,No Toilet Paper,1,,,,0,13452
8067,Condition,,,,Light,in stall,,0,38120
8130,Condition,1,Dispensers Missing Soap,1,,women's room,,1,38437
8270,Condition,1,,1,,toilet constantly running,,1,39541
8272,Condition,3,Wall Deterioration,3,,stall door locks broken,,0,39556
8300,Condition,1,Wall Deterioration,1,,stall door lock broken,,0,39756
8303,Condition,1,Stalls Missing Doors,1,,,,0,39792
6756,Condition,,,,,chipping paint on ceiling,,0,33072
6858,Condition,1,Dispensers Missing Soap,1,,,,1,33423
6876,Condition,3,Dispensers Missing Soap,4,,,,1,33523
7145,Condition,1,Fixture Deterioration,3,,light covers missing,,0,34844
7255,Condition,,Litter,,Light,in stall,,0,35095
7288,Condition,,Litter,,Moderate,around floor of toilet stalls,,1,35159
7290,Condition,,Floors Deterioration,,Light,rust around urinals,,0,35161
7291,Condition,,Litter,,Light,around toilet stall floors,,0,35163
7451,Condition,1,Dispensers Missing Soap,1,,,,1,35848
7452,Condition,1,No Paper Towels / Hand Dryer,1,,,,1,35848
8474,Condition,3,No Toilet Paper,3,,,,1,40860
8548,Condition,,,,,Sink clogged,,0,41313
8636,Condition,,,,,Faucet damaged (sink does work),,0,41811
8704,Condition,,Grime,,Moderate,on changing table,,1,42179
8735,Condition,1,No Paper Towels / Hand Dryer,1,,,,0,42296
8766,Condition,,,,,Scratches on mirror,,0,42362
8768,Condition,1,Dispensers Missing Soap,1,,,,1,42364
1600,Condition,1,Dispensers Missing Soap,1,,,,0,7200
4991,Condition,1,No Toilet Paper,3,,,,0,24717
5110,Condition,,Dispensers Missing Soap,,,,,0,25349
5111,Condition,,Soap Globe Missing,,,,,0,25351
917,Condition,1,Dispensers Missing Soap,1,,,,0,4010
918,Condition,1,No Paper Towels / Hand Dryer,1,,,,0,4010
1118,Condition,1,Dispensers Missing Soap,1,,,,0,4759
1120,Condition,1,No Paper Towels / Hand Dryer,1,,,,0,4759
1341,Condition,1,No Paper Towels / Hand Dryer,1,,,,0,5946
1375,Condition,,Grime,,Light,on ceiling,,0,6080
1376,Condition,,Grime,,Light,on light fixture,,0,6080
1378,Condition,,Litter,,Light,"@ entrance to site, adj I/O E84th ST/East End Avenue",,0,6080
1387,Condition,,No Paper Towels / Hand Dryer,,,,,0,6097
1388,Condition,,No Toilet Paper,,,dispenser broken,,0,6097
1389,Condition,,Dispensers Missing Soap,,,,,0,6097
3713,Condition,1,Soap Dispensers Missing,1,,,,0,17899
3760,Condition,1,Soap Globe Missing,1,,,,0,18299
3761,Condition,1,Toilet Paper Dispensers Missing,1,,,,0,18299
5129,Condition,1,No Paper Towels / Hand Dryer,1,,,,0,25400
5130,Condition,1,,1,,No liquid soap,,0,25400
5139,Condition,1,Dispensers Missing Soap,1,,,,0,25417
5228,Condition,1,Dispensers Missing Soap,1,,,,0,25853
5229,Condition,1,No Paper Towels / Hand Dryer,1,,,,0,25853
5230,Condition,1,No Toilet Paper,1,,,,0,25853
5315,Condition,,Dispensers Missing Soap,,,,,0,26285
5356,Condition,,Litter,,Light,,,0,26572
5469,Condition,1,Dispensers Missing Soap,2,,,,0,26989
5531,Condition,1,Soap Dispensers Missing,1,,,,0,27206
5591,Condition,1,No Paper Towels / Hand Dryer,1,,,,0,27491
10801,Condition,,Soap Dispensers Missing,,,,,0,52776
10896,Condition,4,No Toilet Paper,8,,,,1,53095
10897,Condition,1,Hand Dryers Broken,1,,,,1,53095
11017,Condition,,Litter,,Light,in toilet stall and book atop paper towel dispenser,,0,53578
11018,Condition,,,,,sticker on paper towel dispenser,,0,53580
11024,Condition,1,,2,,dryer damaged.,,0,53612
11026,Condition,1,,2,,mirrors missing.,,0,53612
11305,Condition,1,No Paper Towels / Hand Dryer,1,,,,1,54997
11317,Condition,2,No Toilet Paper,4,,,,1,55016
2388,Condition,1,No Paper Towels / Hand Dryer,1,,,,0,10692
2389,Condition,1,No Toilet Paper,1,,,,0,10692
2512,Condition,1,Dispensers Missing Soap,1,,,,0,11228
2513,Condition,1,Litter,1,,light,,0,11230
2588,Condition,1,Soap Globe Missing,1,,,,0,11611
2591,Condition,1,Soap Globe Missing,1,,,,0,11615
2615,Condition,1,No Paper Towels / Hand Dryer,1,,,,0,11664
2626,Condition,1,Soap Globe Missing,1,,,,0,11747
2668,Condition,1,Dispensers Missing Soap,1,,,,0,11996
2687,Condition,1,Dispensers Missing Soap,1,,,,0,12096
2688,Condition,1,No Paper Towels / Hand Dryer,1,,,,0,12096
2739,Condition,1,No Paper Towels / Hand Dryer,1,,,,0,12432
2859,Condition,1,Dispensers Missing Soap,1,,,,0,13368
2860,Condition,1,No Paper Towels / Hand Dryer,1,,,,0,13368
8091,Condition,2,No Toilet Paper,4,,,,1,38221
8118,Condition,1,Urinals OOS,1,,doesn't flush,,0,38351
8269,Condition,,Litter,,Light,,,0,39538
8371,Condition,,,,,peeling paint on ceiling,,0,40176
8372,Condition,,,,,outside of window boarded up,,0,40176
6734,Condition,,Paint Uneven / Not Uniform,,,wall above toilet,,0,32956
6744,Condition,,Paint Uneven / Not Uniform,,Light,throughout bathroom,,0,33039
6882,Condition,,Litter,,Moderate,,,0,33558
7051,Condition,1,Stalls Missing Doors,2,,,,0,34324
7144,Condition,,Litter,,Light,in stall & on sink,,0,34843
7146,Condition,,Grime,,Moderate,mold on wall,,1,34843
7194,Condition,,Marker,,,on wood window cover,,0,34962
7238,Condition,1,,11,,Toilets removed,,0,35079
7289,Condition,1,Dispensers Missing Soap,1,,,,1,35160
8476,Condition,,Grime,,Light,on wall opposite toilets,,0,40859
8483,Condition,,>15 square feet vertical,,,,,1,40876
8489,Condition,,,,,,,0,40959
8545,Condition,,,,,,,0,40959
8572,Condition,1,No Paper Towels / Hand Dryer,1,,,,1,41578
8637,Condition,,Marker,,,on light fixture,,0,41812
8696,Condition,1,No Paper Towels / Hand Dryer,1,,,,1,42095
8705,Condition,1,Dispensers Missing Soap,1,,women's room,,1,42180
8767,Condition,1,,3,,Mirrors missing,,0,42363
8769,Condition,1,,4,,Stall locks broken,,0,42363
8781,Condition,,Marker,,Light,on interior stall wall,,0,42429
1457,Condition,1,Dispensers Missing Soap,1,,,,0,6648
1458,Condition,1,No Paper Towels / Hand Dryer,1,,,,0,6648
1459,Condition,1,No Toilet Paper,1,,,,0,6648
1707,Condition,1,Dispensers Missing Soap,1,,,,0,7552
1708,Condition,1,No Paper Towels / Hand Dryer,1,,,,0,7552
12102,Condition,1,Dispensers Missing Soap,1,,,,1,60364
12128,Condition,1,No Paper Towels / Hand Dryer,1,,,,1,60513
12161,Condition,1,Fixture Deterioration,1,,sink clogged,,0,60698
11322,Condition,1,No Paper Towels / Hand Dryer,1,,,,1,55048
11336,Condition,1,Hand Dryers Broken,1,,,,1,55116
11337,Condition,1,Dispensers Missing Soap,1,,,,1,55116
11521,Condition,,Litter,,Light,on floor,,0,56469
11600,Condition,1,Dispensers Missing Soap,1,,,,1,56954
11725,Condition,,Marker,,,on stall & wall,,0,57890
11764,Condition,,Litter,,Light,adj toilet,,0,58122
11765,Condition,,Grime,,Heavy,on soap dispenser,,1,58122
9537,Condition,1,,1,,hand dryer taped,,0,45756
9678,Condition,,Marker,,,and scratches on stall,,0,46458
9708,Condition,,Litter,,Light,in stall,,0,46624
9765,Condition,1,Dispensers Missing Soap,1,,,,1,46892
9892,Condition,,,,,No liquid soap,,1,47830
9893,Condition,,No Paper Towels / Hand Dryer,,,,,1,47830
9946,Condition,1,No Paper Towels / Hand Dryer,1,,,,1,48098
6094,Condition,,Fixture Deterioration,,Light,urinals,,0,29795
13102,Condition,,Litter,,Light,in toilet.,,,67716
13103,Condition,,Toilets OOS,,,clogged.,,,67718
13146,Condition,,Fixture Deterioration,,,Lights out,,1,67999
13145,Condition,,Fixture Deterioration,,,Lights out,,1,68003
3050,Condition,1,Sinks OOS,1,,no sink present,,0,14387
3187,Condition,1,Dispensers Missing Soap,1,,,,0,15072
13878,Condition,,Litter,,Light,in stall,,0,75272
13907,Condition,,Spray Paint,,,on stall,,0,75523
13983,Condition,3,No Toilet Paper,4,,,,0,76125
12270,Condition,1,Stalls Missing Doors,1,,,,0,61334
12271,Condition,1,Fixture Deterioration,1,Light,sink,,0,61334
12287,Condition,,Ceiling Deterioration,,Light,around vent,,0,61434
12299,Condition,1,Dispensers Missing Soap,1,,,,1,61583
12300,Condition,1,Soap Dispensers Damaged,1,,,,0,61585
12386,Condition,,Soap Globe Missing,,,,,,62153
12519,Condition,1,,2,,stall door doesn't lock,,,62855
12521,Condition,,,,Light,Light out,,,62872
12522,Condition,,Sinks OOS,1,Moderate,,,,62872
12523,Condition,,,,,Step leading to CS deteriorated.,,,62872
12634,Condition,,Marker,,,on wall next to hand dryer,,,63589
4199,Condition,1,Soap Dispensers Damaged,1,,,,0,20890
4300,Condition,1,No Paper Towels / Hand Dryer,1,,,,0,21407
4373,Condition,,Litter,,Light,,,0,21673
4375,Condition,1,Dispensers Missing Soap,1,,,,0,21675
4413,Condition,1,Soap Globe Missing,1,,,,0,21790
15664,Condition,2,No Toilet Paper,3,Moderate,,,1,90129
15714,Condition,,Dispensers Missing Soap,,,,,1,90414
15749,Condition,1,,1,,Changing table damaged. Will not open fully.,,0,90663
7521,Condition,,Wall Deterioration,,Light,looks like removed fixture of some sort,,0,36198
7579,Condition,,Litter,,Moderate,in stall,,0,36347
7581,Condition,,Wall Deterioration,,Light,water damage on ceiling,,0,36349
7617,Condition,,Litter,,Moderate,"adj stall,sink & trash recepticle",,1,36415
7628,Condition,1,No Toilet Paper,3,,,,0,36496
7630,Condition,,Spray Paint,,,on wall in the toilet not adequately removed,,0,36498
7631,Condition,2,No Toilet Paper,6,,,,0,36500
7674,Condition,1,,2,,no lock on stall door,,0,36549
7859,Condition,1,Dispensers Missing Soap,1,,men's room,,1,37217
7980,Condition,1,Dispensers Missing Soap,1,,,,1,37783
7986,Condition,,,,,"Stickers on soap dispenser, hand dryer",,0,37800
7987,Condition,,Marker,,,on ceiling,,0,37800
7989,Condition,1,Dispensers Missing Soap,1,,,,1,37802
7996,Condition,1,No Paper Towels / Hand Dryer,1,,men's room,,1,37817
14879,Condition,,Litter,,Light,in stall,,0,82907
14906,Condition,,No Paper Towels / Hand Dryer,,,,,1,83158
22009,Condition,1,No Toilet Paper,1,Heavy,,,1,156619
19900,Condition,1,Dispensers Missing Soap,1,,,,1,130397
19903,Condition,1,No Paper Towels / Hand Dryer,1,,,,1,130397
19947,Condition,1,No Toilet Paper,1,,,,1,130815
20007,Condition,1,No Toilet Paper,1,,,,1,131483
20021,Condition,,Scratches,,,/paint on door and wall.,,0,131534
20150,Condition,,Litter,,Light,at toilet.,,0,133069
20763,Condition,,Litter,,Light,in stall,,0,140994
33138,Condition,,Floors Deterioration,,Light,,,0,193069
33152,Condition,3,Toilets OOS,11,Light,,,0,193069
33162,Condition,1,Dispensers Missing Soap,1,,,,1,194206
33293,Condition,,Marker,,,on wall adj entrance,,0,195641
29827,Condition,1,No Paper Towels / Hand Dryer,1,,,,1,188090
21256,Condition,,Litter,,Light,in stalls,,0,146006
21274,Condition,,Litter,,Heavy,in stalls,,1,146206
21288,Condition,1,Dispensers Missing Soap,1,,,,1,146391
21307,Condition,1,,1,,Light missing cover.,,0,146592
21347,Condition,1,Soap Dispensers Damaged,1,,,,0,147492
25237,Condition,1,Dispensers Missing Soap,1,,,,1,176007
26302,Condition,1,Toilets OOS,3,,,,0,177626
26355,Condition,,Litter,,Light,within stall,,0,178512
27453,Condition,,Marker,,Light,gang-related throughout,,0,180583
21875,Condition,,Litter,,Heavy,,,1,154947
21893,Condition,1,Toilets OOS,2,,removed in the men's restroom.,,0,155180
39229,Condition,,Litter,,Light,in restroom.,,0,216584
39322,Condition,,Ceiling Deterioration,,Light,,,0,217970
39324,Condition,,Wall Deterioration,,Light,,,0,217970
19437,Condition,1,No Toilet Paper,1,,,,1,126521
35701,Condition,,Litter,,Light,in restroom.,,0,205601
35702,Condition,,Litter,,Light,in restroom.,,0,205605
35706,Condition,1,Soap Dispensers Missing,1,,,,0,205719
35704,Condition,1,Dispensers Missing Soap,1,,,,1,205720
35705,Condition,1,No Toilet Paper,1,,,,1,205720
22263,Condition,,Scratches,,,on mirror.,,0,159310
39340,Condition,,Fixture Deterioration,,,stall door on ADA stall damaged.,,0,218323
39346,Condition,,>15 square feet vertical,,Moderate,on main door.,,1,218356
41482,Condition,1,Sink Constantly Running,1,,,,0,221882
